Date,Currency,Description,Producer,Record,Bid,Ask,Bid Yield %,Ask Yield %,Maturity Date,Coupon,Last Trade Price,Last Trade Size mm,Mid Yield %,Bid Size mm,Ask Size mm,Duration,Total Volume mm,Dollar Flow,Close,High,Low,Open,VWAP,VWAY %,Best Ask Size1,Best Ask Size2,Best Ask Size3,Best Ask Size4,Best Ask Size5,Best Ask1,Best Ask2,Best Ask3,Best Ask4,Best Ask5,Best Bid Size1,Best Bid Size2,Best Bid Size3,Best Bid Size4,Best Bid Size5,Best Bid1,Best Bid2,Best Bid3,Best Bid4,Best Bid5,Sequence
08/01/2018 10:18:47.138,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,106,,,,,,,,,,,,,,,,,,,,,657,,,,,,,,,9551
08/01/2018 10:18:47.763,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,106,,,,,,,,,,,,,,,,,,,,,649,,,,,,,,,9552
08/01/2018 10:18:48.825,USD,2YR NOTE,US_500,2_YEAR,99.828125,99.8359375,1.964,1.96,,,99.8359375,106,1.962,649,104,,4446,,,,,,99.8403,1.95754,104,,,,,,,,,,649,587,496,469,444,,99.8203125,99.8125,99.8046875,99.796875,9553
08/01/2018 10:18:49.263,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,110,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,9554
08/01/2018 10:18:49.700,USD,2YR NOTE,US_500,2_YEAR,99.828125,99.8359375,,,,,,,,649,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9555
08/01/2018 10:18:49.872,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,645,113,,,,,,,,,,113,,,,534,,,,,,645,589,,,,,,,,,9556
08/01/2018 10:18:49.903,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,640,583,492,466,,,,,,,9557
08/01/2018 10:18:49.935,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,640,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9558
08/01/2018 10:18:50.122,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,,,,,,,,9559
08/01/2018 10:18:50.372,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,459,,,,,,9560
08/01/2018 10:18:50.372,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,,,,,,,9561
08/01/2018 10:18:50.810,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,175,,,,,,,,,,175,,,,533,,,,,,,582,,,,,,,,,9562
08/01/2018 10:18:51.028,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,641,,,,,,,,,,,,,,,,,,,,,641,,498,469,444,,,,,,9563
08/01/2018 10:18:53.607,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,466,,,,,,,9564
08/01/2018 10:18:53.685,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,458,,,,,,9565
08/01/2018 10:18:54.044,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,176,,,,,,,,,,176,,,,534,,,,,,,583,,,,,,,,,9566
08/01/2018 10:18:54.138,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,,,,,,,,,9567
08/01/2018 10:18:55.107,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,175,,,,,,,,,,175,,,,533,,,,,,,583,,,,,,,,,9568
08/01/2018 10:18:55.107,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,172,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,9569
08/01/2018 10:18:55.482,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,175,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,9570
08/01/2018 10:18:55.544,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581,,466,444,,,,,,9571
08/01/2018 10:18:55.685,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,459,,,,,,9572
08/01/2018 10:18:55.685,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,,,,,,,9573
08/01/2018 10:18:55.904,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,,,,,,,,,9574
08/01/2018 10:18:56.107,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,469,444,,,,,,9575
08/01/2018 10:18:59.029,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,646,,,,,,,,,,,,,,,534,,,,,,646,,,,,,,,,,9576
08/01/2018 10:18:59.935,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,172,,,,,,,,,,172,,,,533,,,,,,,581,,,,,,,,,9577
08/01/2018 10:19:00.013,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,466,,,,,,,9578
08/01/2018 10:19:00.154,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,,496,458,,,,,,9579
08/01/2018 10:19:00.763,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,469,444,,,,,,9580
08/01/2018 10:19:02.154,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,175,,,,,,,,,,175,,,,,,,,,,,,,,,,,,,,9581
08/01/2018 10:19:03.201,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,,,,,,,,9582
08/01/2018 10:19:03.826,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,486,454,,,,,,9583
08/01/2018 10:19:04.138,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,534,,,,,,,589,,,,,,,,,9584
08/01/2018 10:19:04.279,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,,,,,,,,,9585
08/01/2018 10:19:04.919,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,641,,,,,,,,,,,,,,,,,,,,,641,,,,,,,,,,9586
08/01/2018 10:19:05.138,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,533,,,,,,,,,,,,,,,,9587
08/01/2018 10:19:05.326,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,466,444,,,,,,9588
08/01/2018 10:19:05.326,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,,,,,,,,9589
08/01/2018 10:19:05.513,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,459,,,,,,9590
08/01/2018 10:19:05.732,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,,,,,,,9591
08/01/2018 10:19:07.685,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,481,,,,,,,9592
08/01/2018 10:19:07.966,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,466,444,,,,,,9593
08/01/2018 10:19:08.138,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481,,,,,,,9594
08/01/2018 10:19:08.341,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,459,,,,,,9595
08/01/2018 10:19:08.716,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,534,,,,,,,581,,,,,,,,,9596
08/01/2018 10:19:08.716,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,,,,,,,,,9597
08/01/2018 10:19:12.232,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,643,145,,,,,,,,,,145,,,,533,,,,,,643,581,,,,,,,,,9598
08/01/2018 10:19:12.373,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,650,142,,,,,,,,,,142,,,,,,,,,,650,,500,469,444,,,,,,9599
08/01/2018 10:19:16.170,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,134,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,9600
08/01/2018 10:19:20.060,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,127,,,,,,,,,,127,,,,534,,,,,,,,,,,,,,,,9601
08/01/2018 10:19:20.060,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,125,,,,,,,,,,125,,,,,,,,,,,,,,,,,,,,9602
08/01/2018 10:19:21.529,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,114,,,,,,,,,,114,,,,533,,,,,,,,,,,,,,,,9603
08/01/2018 10:19:21.685,USD,2YR NOTE,US_500,2_YEAR,0,99.8359375,<blank>,1.96,,,,,1.96,<blank>,<blank>,,,,,,,,,,3,,,,,,,,,,,650,581,500,469,,99.828125,99.8203125,99.8125,99.8046875,9604
08/01/2018 10:19:21.685,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9605
08/01/2018 10:19:21.685,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9606
08/01/2018 10:19:21.764,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,5,,,,,,,,,,,698,904,,,,,,,,,10,659,574,499,,99.8359375,99.828125,99.8203125,99.8125,9607
08/01/2018 10:19:21.764,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,5,,,,,,,,,,,702,905,,,,,,,,,,654,,,,,,,,9608
08/01/2018 10:19:21.764,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9609
08/01/2018 10:19:21.951,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,5,,,,,,,,,,,,911,856,,,,,,,,,,,,,,,,,9610
08/01/2018 10:19:21.951,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9611
08/01/2018 10:19:22.451,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,5,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,9612
08/01/2018 10:19:22.639,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,5,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,9613
08/01/2018 10:19:22.717,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,5,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,9614
08/01/2018 10:19:22.717,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,5,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,9615
08/01/2018 10:19:24.779,USD,2YR NOTE,US_500,2_YEAR,99.8359375,99.84375,1.96,1.956,,,99.8359375,5,1.958,18,702,1.926351,4451,,,,,,99.8403,1.95754,702,911,856,533,493,99.84375,99.8515625,99.859375,99.8671875,99.875,18,654,574,499,470,99.8359375,99.828125,99.8203125,99.8125,99.8046875,9616
08/01/2018 10:19:24.779,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,15,,,,469,,,,,,9617
08/01/2018 10:19:25.451,USD,2YR NOTE,US_500,2_YEAR,99.8359375,99.84375,,,,,,,,15,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9618
08/01/2018 10:19:26.498,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,672,,,,,,,,,,672,,,,,,,,,,,,,,470,,,,,,9619
08/01/2018 10:19:26.686,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,692,,,,,,,,,,692,,,,,,,,,,,,,,,,,,,,9620
08/01/2018 10:19:27.373,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,9621
08/01/2018 10:19:28.811,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,702,,,,,,,,,,702,,,,,,,,,,,,,,,,,,,,9622
08/01/2018 10:19:32.030,USD,2YR NOTE,US_500,2_YEAR,99.8359375,0,,<blank>,,,,,1.96,<blank>,<blank>,,,,,,,,,,,702,911,856,533,,99.84375,99.8515625,99.859375,99.8671875,1,,,,,,,,,,9623
08/01/2018 10:19:32.030,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9624
08/01/2018 10:19:32.030,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9625
08/01/2018 10:19:32.092,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,3,,,,,,,,,,,,706,904,,,,,,,,5,648,571,,469,,,,,,9626
08/01/2018 10:19:32.092,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9627
08/01/2018 10:19:32.092,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9628
08/01/2018 10:19:32.186,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9629
08/01/2018 10:19:32.186,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9630
08/01/2018 10:19:32.186,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9631
08/01/2018 10:19:32.186,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9632
08/01/2018 10:19:32.186,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9633
08/01/2018 10:19:32.186,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9634
08/01/2018 10:19:32.186,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9635
08/01/2018 10:19:32.295,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,21,,,,,,,,,,,,690,,855,,,,,,,,645,587,500,,,,,,,9636
08/01/2018 10:19:32.295,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,21,,,,,,,,,,,,,,856,,,,,,,,,,,,,,,,,9637
08/01/2018 10:19:32.561,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,21,,,,,,,,,,,,700,910,,,,,,,,,,,,,,,,,,9638
08/01/2018 10:19:33.998,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,21,,,,,,,,,,,,705,,,,,,,,,21,654,574,499,470,,,,,,9639
08/01/2018 10:19:33.998,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9640
08/01/2018 10:19:34.608,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9641
08/01/2018 10:19:35.123,USD,2YR NOTE,US_500,2_YEAR,99.8359375,99.84375,1.96,1.956,,,99.8359375,21,1.958,9,705,,4472,,,,,,99.8403,1.95756,705,910,856,533,493,,99.8515625,99.859375,99.8671875,99.875,9,,,,,,,,,,9642
08/01/2018 10:19:35.545,USD,2YR NOTE,US_500,2_YEAR,99.8359375,99.84375,,,,,,,,9,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9643
08/01/2018 10:19:38.186,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,9644
08/01/2018 10:19:53.921,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,,469,,,,,,9645
08/01/2018 10:19:54.124,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,9646
08/01/2018 10:19:54.124,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,9647
08/01/2018 10:19:54.686,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,101,639,,,,,,,,,9648
08/01/2018 10:19:54.999,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,109,638,,,470,,,,,,9649
08/01/2018 10:19:55.077,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,268,,,,,,,,,,,,903,,,,,,,,,268,,,,,,,,,,9650
08/01/2018 10:19:55.343,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,226,,,,,,,,,,,,909,,,,,,,,,226,,,,,,,,,,9651
08/01/2018 10:19:56.608,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,704,,,,,,,,,,704,,,,,,,,,,,,,,,,,,,,9652
08/01/2018 10:19:56.843,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,717,,,,,,,,,,717,,,,,,,,,,,,,,469,,,,,,9653
08/01/2018 10:20:04.062,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,231,,,,,,,,,,9654
08/01/2018 10:20:04.702,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,230,,,,,,,,,,,,910,,,,,,,,,230,,,,470,,,,,,9655
08/01/2018 10:20:04.702,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,9656
08/01/2018 10:20:05.327,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,223,718,,,,,,,,,,718,,,,,,,,,,223,636,,,,,,,,,9657
08/01/2018 10:20:06.015,USD,2YR NOTE,US_500,2_YEAR,99.8359375,0,,<blank>,,,,,1.96,<blank>,<blank>,,,,,,,,,,,718,910,856,533,,99.84375,99.8515625,99.859375,99.8671875,13,,,,,,,,,,9658
08/01/2018 10:20:06.015,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9659
08/01/2018 10:20:06.015,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9660
08/01/2018 10:20:06.015,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9661
08/01/2018 10:20:06.015,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9662
08/01/2018 10:20:06.046,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,29,,,,,,,,,,,,705,,,,,,,,,29,634,565,,469,,,,,,9663
08/01/2018 10:20:06.046,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9664
08/01/2018 10:20:06.171,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,636,567,,,,,,,,9665
08/01/2018 10:20:06.312,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,648,568,,,,,,,,9666
08/01/2018 10:20:06.577,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,29,,,,,,,,,,,,700,902,,,,,,,,,638,574,,,,,,,,9667
08/01/2018 10:20:06.577,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,582,,,,,,,,9668
08/01/2018 10:20:06.577,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9669
08/01/2018 10:20:06.749,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,40,,,,,,,,,,,,690,910,,,,,,,,,631,587,500,,,,,,,9670
08/01/2018 10:20:06.749,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,40,,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,9671
08/01/2018 10:20:06.749,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9672
08/01/2018 10:20:08.687,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9673
08/01/2018 10:20:08.687,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9674
08/01/2018 10:20:08.874,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,690,,,,,,,,,,,,,,,,,,,9675
08/01/2018 10:20:08.952,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,700,903,,,,,,,,,,,,,,,,,,9676
08/01/2018 10:20:08.952,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,690,910,,,,,,,,,,,,,,,,,,9677
08/01/2018 10:20:09.046,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,6,756,903,855,,99.8359375,99.84375,99.8515625,99.859375,,,,,,,,,,,9678
08/01/2018 10:20:09.077,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9679
08/01/2018 10:20:09.234,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,20,767,,,,,,,,,627,589,481,466,,,,,,9680
08/01/2018 10:20:09.421,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,481,,,,,,9681
08/01/2018 10:20:09.609,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,496,,,,,,9682
08/01/2018 10:20:09.937,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,,771,,,,,,,,,,,,,,,,,,9683
08/01/2018 10:20:10.156,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,690,910,856,533,,99.84375,99.8515625,99.859375,99.8671875,,631,587,,466,,,,,,9684
08/01/2018 10:20:10.171,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9685
08/01/2018 10:20:10.421,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,700,,,,,,,,,,,,496,481,,,,,,9686
08/01/2018 10:20:10.421,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,511,,,,,,,9687
08/01/2018 10:20:10.577,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,690,,855,,,,,,,,,,510,,,,,,,9688
08/01/2018 10:20:10.812,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,3,727,910,855,,99.8359375,99.84375,99.8515625,99.859375,,,,,,,,,,,9689
08/01/2018 10:20:10.812,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,6,765,902,,,,,,,,,,,,,,,,,9690
08/01/2018 10:20:10.921,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,696,902,855,534,,99.84375,99.8515625,99.859375,99.8671875,,636,,,,,,,,,9691
08/01/2018 10:20:11.171,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,3,751,902,855,,99.8359375,99.84375,99.8515625,99.859375,,631,,,,,,,,,9692
08/01/2018 10:20:11.171,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,,765,,,,,,,,,,,,,,,,,,9693
08/01/2018 10:20:11.374,USD,2YR NOTE,US_500,2_YEAR,99.8359375,,,,,,,,,41,,,,,,,,,,,,,767,,,,,,,,,636,,,,,,,,,9694
08/01/2018 10:20:11.734,USD,2YR NOTE,US_500,2_YEAR,99.828125,99.8359375,1.964,1.96,,,99.8359375,41,1.962,636,3,1.92616,4513,,,,,,99.8402,1.95758,3,767,902,855,534,99.8359375,99.84375,99.8515625,99.859375,99.8671875,636,587,510,481,444,99.828125,99.8203125,99.8125,99.8046875,99.796875,9695
08/01/2018 10:20:11.734,USD,2YR NOTE,US_500,2_YEAR,,,,,,,,,,,,,,,,,,,,,,771,,,,,,,,,,,,,,,,,,,9696
08/01/2018 10:20:12.124,USD,2YR NOTE,US_500,2_YEAR,99.828125,99.8359375,,,,,,,,636,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9697
08/01/2018 10:20:14.953,USD,2YR NOTE,US_500,2_YEAR,0,99.8359375,<blank>,1.96,,,,,1.96,<blank>,<blank>,,,,,,,,,,,,,,,,,,,,,636,587,510,481,,99.828125,99.8203125,99.8125,99.8046875,9698
08/01/2018 10:20:14.953,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9699
08/01/2018 10:20:14.953,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9700
08/01/2018 10:20:15.031,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,3,,,,,,,,,,,701,910,,533,,,,,,,631,,,,,,,,,9701
08/01/2018 10:20:15.031,USD,2YR NOTE,US_500,2_YEAR,,99.8359375,,1.96,,,,,,,3,,,,,,,,,,,700,,,,,,,,,,,,,,,,,,,9702
